date_acquired,date_sold,asset,quantity,proceeds,cost_basis,gain_loss,description,transaction_type,exchange
2024-08-30,2025-01-08,ADA,3934.5124,42088.6,46516.3,-4427.7,Sold 3934.5124 ADA,Sell,Coinbase
2020-10-28,2021-08-31,DOGE,4409.0215,26388.89,31092.33,-4703.44,Sold 4409.0215 DOGE,Sell,Crypto.com
2021-09-21,2023-01-11,MATIC,4658.562,46418.23,44296.25,2121.98,Sold 4658.562 MATIC,Sell,Crypto.com
2020-05-21,2021-02-04,DOGE,4263.5866,35040.55,37998.06,-2957.51,Sold 4263.5866 DOGE,Sell,Gemini
2021-08-05,2022-01-04,ADA,1885.6198,19122.09,22535.42,-3413.33,Sold 1885.6198 ADA,Sell,MetaMask
2020-04-20,2021-04-15,DOT,3377.9888,30258.93,34733.52,-4474.59,Sold 3377.9888 DOT,Sell,Gemini
2020-07-02,2022-02-11,ADA,3679.3353,35650.3,35425.28,225.02,Sold 3679.3353 ADA,Sell,Coinbase
2020-08-06,2022-07-15,LTC,1576.0423,40227.28,39608.96,618.32,Sold 1576.0423 LTC,Sell,Kraken
2024-03-17,2025-08-13,ADA,4881.584,31339.87,33559.73,-2219.86,Sold 4881.584 ADA,Sell,Gemini
2024-10-20,2025-09-23,ETH,4249.8195,41539.0,41921.69,-382.69,Sold 4249.8195 ETH,Sell,Crypto.com
2024-01-30,2024-12-13,ADA,4164.3598,11549.34,16074.2,-4524.86,Sold 4164.3598 ADA,Sell,Crypto.com
2021-01-02,2022-06-11,BTC,3096.9377,7340.63,11613.67,-4273.04,Sold 3096.9377 BTC,Sell,MetaMask
2020-04-23,2021-12-11,DOGE,67.8772,26845.03,17129.51,9715.52,Sold 67.8772 DOGE,Sell,Gemini
2023-09-09,2025-06-09,LTC,528.9468,30095.33,31208.95,-1113.62,Sold 528.9468 LTC,Sell,Coinbase
2021-03-30,2022-09-06,ADA,4909.932,22351.51,14089.53,8261.98,Sold 4909.932 ADA,Sell,Kraken
2021-01-03,2021-09-12,MATIC,1151.9111,28430.89,31200.73,-2769.84,Sold 1151.9111 MATIC,Sell,MetaMask
2024-02-27,2024-05-25,BTC,981.5323,20213.09,12679.48,7533.61,Sold 981.5323 BTC,Sell,Gemini
2020-11-07,2022-07-10,ADA,3759.786,48221.69,44222.18,3999.51,Sold 3759.786 ADA,Sell,Kraken
2021-02-28,2022-04-11,ETH,2758.3952,38763.51,28788.35,9975.16,Sold 2758.3952 ETH,Sell,Crypto.com
2021-09-03,2023-07-28,MATIC,3079.861,12194.26,11210.46,983.8,Sold 3079.861 MATIC,Sell,MetaMask
2023-03-25,2023-05-16,MATIC,3075.4806,12093.33,8277.29,3816.04,Sold 3075.4806 MATIC,Sell,Kraken
2022-07-20,2024-04-23,DOGE,4265.8816,41092.56,43713.4,-2620.84,Sold 4265.8816 DOGE,Sell,MetaMask
2021-10-10,2022-02-11,LTC,3574.8788,38552.25,41864.02,-3311.77,Sold 3574.8788 LTC,Sell,Coinbase
2021-06-26,2021-11-23,DOGE,835.9234,34021.54,28012.85,6008.69,Sold 835.9234 DOGE,Sell,MetaMask
2024-08-15,2025-08-23,LTC,448.5464,28271.19,21352.15,6919.04,Sold 448.5464 LTC,Sell,Gemini
2022-05-31,2023-12-13,ADA,4191.1638,10533.23,8074.99,2458.24,Sold 4191.1638 ADA,Sell,Binance
2023-06-05,2025-05-22,BTC,854.0088,9022.11,2568.32,6453.79,Sold 854.0088 BTC,Sell,Crypto.com
2024-11-05,2024-11-16,LTC,2448.7876,17725.53,9441.98,8283.55,Sold 2448.7876 LTC,Sell,Coinbase
2021-11-04,2023-06-02,ETH,1962.4786,21439.18,17484.68,3954.5,Sold 1962.4786 ETH,Sell,Binance
2020-05-12,2022-04-04,BTC,3136.1006,98.52,4894.52,-4796.0,Sold 3136.1006 BTC,Sell,MetaMask
2022-01-13,2023-12-12,BTC,4645.1961,4082.32,5912.71,-1830.39,Sold 4645.1961 BTC,Sell,Kraken
2022-10-01,2023-07-01,MATIC,2898.02,-1669.45,1209.58,-2879.03,Sold 2898.02 MATIC,Sell,Binance
2024-01-31,2025-04-17,MATIC,3290.9044,32896.19,28529.7,4366.49,Sold 3290.9044 MATIC,Sell,Coinbase
2020-05-05,2020-11-15,DOGE,3096.1,57576.07,47778.12,9797.95,Sold 3096.1 DOGE,Sell,Gemini
2020-04-13,2022-02-08,LTC,3793.2618,55014.95,48954.45,6060.5,Sold 3793.2618 LTC,Sell,Binance
2023-01-27,2024-08-10,DOT,2628.5995,6071.88,10059.59,-3987.71,Sold 2628.5995 DOT,Sell,Crypto.com
2020-05-31,2022-05-12,ADA,3641.0412,17560.52,18123.34,-562.82,Sold 3641.0412 ADA,Sell,Crypto.com
2024-07-29,2025-06-01,ETH,1493.5364,32906.54,30195.53,2711.01,Sold 1493.5364 ETH,Sell,Gemini
2024-05-29,2025-05-13,DOT,1898.5482,51376.47,41770.77,9605.7,Sold 1898.5482 DOT,Sell,MetaMask
2020-10-31,2021-04-29,LTC,2048.0688,10849.47,7304.66,3544.81,Sold 2048.0688 LTC,Sell,MetaMask
2023-10-04,2025-03-31,DOGE,3738.2292,22909.97,25411.79,-2501.82,Sold 3738.2292 DOGE,Sell,MetaMask
2022-04-30,2023-06-29,SOL,2233.2709,7333.78,6672.72,661.06,Sold 2233.2709 SOL,Sell,Coinbase
2024-07-18,2025-07-10,BTC,300.9817,30788.28,31653.56,-865.28,Sold 300.9817 BTC,Sell,Crypto.com
2023-05-20,2025-05-10,DOT,2779.5839,27306.06,30226.11,-2920.05,Sold 2779.5839 DOT,Sell,Kraken
2023-11-29,2025-07-29,ADA,267.4502,52296.11,44989.39,7306.72,Sold 267.4502 ADA,Sell,Kraken
2023-10-05,2024-12-10,LTC,4329.1399,27861.73,29482.05,-1620.32,Sold 4329.1399 LTC,Sell,Kraken
2020-03-11,2021-01-31,ETH,3973.3142,9197.78,1042.69,8155.09,Sold 3973.3142 ETH,Sell,Gemini
2021-04-23,2022-11-12,DOGE,2040.2361,26236.63,20810.48,5426.15,Sold 2040.2361 DOGE,Sell,Gemini
2023-08-01,2024-09-11,ADA,2334.5631,23773.11,20244.28,3528.83,Sold 2334.5631 ADA,Sell,Kraken
2024-08-12,2025-10-28,ADA,4516.176,12846.01,14098.24,-1252.23,Sold 4516.176 ADA,Sell,Binance
2021-04-05,2022-09-08,DOGE,126.5188,48996.85,48894.75,102.1,Sold 126.5188 DOGE,Sell,Crypto.com
2021-04-19,2021-05-02,DOT,4.6558,16554.23,10636.04,5918.19,Sold 4.6558 DOT,Sell,MetaMask
2022-01-20,2023-03-04,DOGE,4318.4788,49722.97,40024.16,9698.81,Sold 4318.4788 DOGE,Sell,Gemini
2021-06-07,2022-09-10,ADA,1271.6834,30060.42,27368.12,2692.3,Sold 1271.6834 ADA,Sell,Coinbase
2021-05-29,2022-01-11,MATIC,4319.3673,2809.28,5451.1,-2641.82,Sold 4319.3673 MATIC,Sell,Coinbase
2020-06-27,2021-07-25,ETH,2454.9199,42439.7,38707.03,3732.67,Sold 2454.9199 ETH,Sell,Coinbase
2024-05-10,2025-10-02,SOL,1182.7328,36182.32,35609.72,572.6,Sold 1182.7328 SOL,Sell,Binance
2020-06-12,2022-05-06,SOL,175.8583,-2853.26,1391.54,-4244.8,Sold 175.8583 SOL,Sell,MetaMask
2024-02-16,2025-07-28,DOT,515.8232,37284.77,34307.94,2976.83,Sold 515.8232 DOT,Sell,MetaMask
2021-05-26,2021-12-08,LTC,1158.1542,41050.09,44874.96,-3824.87,Sold 1158.1542 LTC,Sell,Gemini
2022-08-27,2024-06-12,DOT,311.3237,39759.93,41375.2,-1615.27,Sold 311.3237 DOT,Sell,Gemini
2020-04-27,2021-09-20,LTC,2698.367,23010.08,19348.57,3661.51,Sold 2698.367 LTC,Sell,Coinbase
2023-01-16,2023-03-20,DOGE,1120.3981,53231.04,48144.76,5086.28,Sold 1120.3981 DOGE,Sell,MetaMask
2020-11-02,2022-08-13,DOT,1666.9113,59325.87,49358.15,9967.72,Sold 1666.9113 DOT,Sell,Gemini
2022-04-11,2022-11-18,ETH,806.2655,17121.52,11043.32,6078.2,Sold 806.2655 ETH,Sell,Kraken
2022-09-27,2023-08-02,ADA,577.6846,33465.68,23564.54,9901.14,Sold 577.6846 ADA,Sell,Binance
2021-06-26,2022-09-20,SOL,261.5796,24564.62,21517.13,3047.49,Sold 261.5796 SOL,Sell,Coinbase
2023-01-27,2023-07-02,DOGE,4043.8209,18184.71,8286.81,9897.9,Sold 4043.8209 DOGE,Sell,Kraken
2021-12-22,2023-11-29,LTC,34.1996,17168.41,17755.08,-586.67,Sold 34.1996 LTC,Sell,MetaMask
2023-05-03,2024-11-22,SOL,1366.3458,19930.57,20356.18,-425.61,Sold 1366.3458 SOL,Sell,Crypto.com
2023-02-01,2023-02-06,LTC,2807.9536,13353.62,5301.38,8052.24,Sold 2807.9536 LTC,Sell,Kraken
2022-09-13,2023-05-14,MATIC,3855.3042,56935.47,47156.59,9778.88,Sold 3855.3042 MATIC,Sell,Kraken
2020-06-08,2021-03-24,DOGE,4402.479,7056.41,7984.54,-928.13,Sold 4402.479 DOGE,Sell,Gemini
2023-03-01,2024-04-17,BTC,2205.4172,16022.82,16108.66,-85.84,Sold 2205.4172 BTC,Sell,Coinbase
2021-06-15,2023-01-31,ADA,1983.5217,36590.87,35246.16,1344.71,Sold 1983.5217 ADA,Sell,Kraken
2024-04-15,2024-05-31,BTC,99.3266,44516.75,34820.27,9696.48,Sold 99.3266 BTC,Sell,Gemini
2021-08-25,2022-05-31,MATIC,1779.6214,37213.06,30436.94,6776.12,Sold 1779.6214 MATIC,Sell,Gemini
2023-08-05,2024-09-14,ADA,4005.8444,35184.97,39992.66,-4807.69,Sold 4005.8444 ADA,Sell,MetaMask
2021-12-02,2022-12-20,ETH,4135.3345,16910.25,21446.42,-4536.17,Sold 4135.3345 ETH,Sell,Coinbase
2021-08-13,2022-03-31,SOL,1019.3117,34381.68,39170.48,-4788.8,Sold 1019.3117 SOL,Sell,Coinbase
2020-03-18,2020-05-06,SOL,170.6726,26651.74,21109.09,5542.65,Sold 170.6726 SOL,Sell,Coinbase
2020-12-26,2021-06-17,ETH,1058.5737,45100.22,48250.58,-3150.36,Sold 1058.5737 ETH,Sell,Gemini
2020-01-21,2021-10-10,LTC,2956.8421,50593.91,44895.2,5698.71,Sold 2956.8421 LTC,Sell,Gemini
2024-07-16,2026-03-17,ETH,4815.1097,53115.01,45995.37,7119.64,Sold 4815.1097 ETH,Sell,Gemini
2023-12-06,2024-08-29,ETH,4079.1319,27119.93,23830.38,3289.55,Sold 4079.1319 ETH,Sell,Binance
2024-11-10,2026-08-30,ETH,4879.4973,37529.32,31608.06,5921.26,Sold 4879.4973 ETH,Sell,Binance
2023-04-06,2025-03-01,ETH,4326.451,39030.34,42733.31,-3702.97,Sold 4326.451 ETH,Sell,Crypto.com
2022-02-09,2023-12-03,DOT,3195.1319,45408.9,37643.6,7765.3,Sold 3195.1319 DOT,Sell,Gemini
2021-05-09,2022-03-13,ADA,4261.7129,36214.58,33512.99,2701.59,Sold 4261.7129 ADA,Sell,Kraken
2023-07-02,2023-07-28,SOL,3170.7089,46751.59,44030.78,2720.81,Sold 3170.7089 SOL,Sell,Kraken
2020-09-24,2021-04-25,DOT,532.1629,18187.72,11175.09,7012.63,Sold 532.1629 DOT,Sell,Binance
2022-05-01,2023-04-18,LTC,1759.821,3969.89,5952.86,-1982.97,Sold 1759.821 LTC,Sell,Binance
2022-10-24,2023-08-13,LTC,4116.1909,31676.37,29143.67,2532.7,Sold 4116.1909 LTC,Sell,Kraken
2021-04-03,2021-07-03,ADA,4161.5915,27829.42,27676.57,152.85,Sold 4161.5915 ADA,Sell,Binance
2022-02-25,2023-02-15,DOT,2044.54,12756.45,8264.93,4491.52,Sold 2044.54 DOT,Sell,Gemini
2022-03-17,2023-01-19,LTC,3208.0558,26758.99,31057.39,-4298.4,Sold 3208.0558 LTC,Sell,Coinbase
2022-07-31,2022-08-08,ETH,2321.2994,35923.5,35981.28,-57.78,Sold 2321.2994 ETH,Sell,Coinbase
2023-07-26,2025-01-03,DOT,1450.4149,28936.66,29818.61,-881.95,Sold 1450.4149 DOT,Sell,Coinbase
2021-04-27,2022-12-01,ETH,2692.8975,20556.92,11154.43,9402.49,Sold 2692.8975 ETH,Sell,Crypto.com
2023-05-20,2023-08-15,ETH,4507.5157,26226.02,19724.5,6501.52,Sold 4507.5157 ETH,Sell,Coinbase
2023-01-28,2024-05-05,SOL,4993.6117,48399.73,44769.67,3630.06,Sold 4993.6117 SOL,Sell,Coinbase
2021-12-23,2022-06-23,SOL,1824.1924,43462.36,36576.87,6885.49,Sold 1824.1924 SOL,Sell,Coinbase
2022-08-25,2024-07-07,DOT,4101.5245,22885.65,20421.33,2464.32,Sold 4101.5245 DOT,Sell,Gemini
2023-01-07,2023-05-07,ETH,2901.5371,3295.59,2114.64,1180.95,Sold 2901.5371 ETH,Sell,Coinbase
2020-04-21,2022-04-16,MATIC,2425.3982,-2654.76,2338.52,-4993.28,Sold 2425.3982 MATIC,Sell,Gemini
2022-05-04,2023-06-06,ETH,917.1685,38867.39,33726.08,5141.31,Sold 917.1685 ETH,Sell,Gemini
2023-06-09,2023-09-16,DOGE,4272.5575,38003.85,33853.73,4150.12,Sold 4272.5575 DOGE,Sell,Binance
2023-02-16,2023-05-08,DOT,4686.3961,12669.4,6465.13,6204.27,Sold 4686.3961 DOT,Sell,Crypto.com
2024-05-24,2025-12-06,DOGE,1126.9687,7545.04,2004.48,5540.56,Sold 1126.9687 DOGE,Sell,Crypto.com
2022-09-17,2024-06-17,LTC,552.4712,42785.53,40701.63,2083.9,Sold 552.4712 LTC,Sell,Gemini
2020-01-12,2021-07-04,DOGE,4692.9434,26411.78,29691.03,-3279.25,Sold 4692.9434 DOGE,Sell,Gemini
2021-05-05,2021-05-24,MATIC,3653.8824,46049.53,45972.65,76.88,Sold 3653.8824 MATIC,Sell,Kraken
2022-03-01,2024-02-09,DOGE,4571.9364,41915.1,45078.66,-3163.56,Sold 4571.9364 DOGE,Sell,MetaMask
2021-08-25,2021-12-11,LTC,4689.2968,27478.09,21400.48,6077.61,Sold 4689.2968 LTC,Sell,Coinbase
2023-01-15,2023-05-11,SOL,1076.9306,23517.11,20816.26,2700.85,Sold 1076.9306 SOL,Sell,Kraken
2021-01-21,2022-12-16,DOT,1370.8236,11041.95,8139.97,2901.98,Sold 1370.8236 DOT,Sell,Gemini
2020-08-24,2022-03-25,SOL,413.8713,8736.83,12648.2,-3911.37,Sold 413.8713 SOL,Sell,Coinbase
2023-08-15,2025-02-21,MATIC,3281.5506,48263.8,41425.5,6838.3,Sold 3281.5506 MATIC,Sell,Kraken
2023-06-16,2024-07-26,ETH,3623.1677,47613.45,38431.75,9181.7,Sold 3623.1677 ETH,Sell,Crypto.com
2021-07-20,2023-07-19,DOGE,4242.7638,36549.14,29216.51,7332.63,Sold 4242.7638 DOGE,Sell,Coinbase
2020-12-07,2021-07-19,DOT,675.7885,14629.09,5583.0,9046.09,Sold 675.7885 DOT,Sell,Kraken
2021-04-25,2021-09-01,BTC,4190.0896,33042.21,27181.12,5861.09,Sold 4190.0896 BTC,Sell,Gemini
2024-10-11,2026-01-29,DOT,3119.9527,5042.16,3751.11,1291.05,Sold 3119.9527 DOT,Sell,Coinbase
2022-08-11,2023-09-13,BTC,1546.1883,20181.82,11280.2,8901.62,Sold 1546.1883 BTC,Sell,Crypto.com
2022-08-15,2024-07-08,DOGE,4781.8781,51878.29,49832.4,2045.89,Sold 4781.8781 DOGE,Sell,Kraken
2024-11-15,2026-01-25,SOL,2453.943,37450.49,41268.95,-3818.46,Sold 2453.943 SOL,Sell,Coinbase
2022-08-13,2024-07-02,MATIC,2658.4898,46696.55,42555.48,4141.07,Sold 2658.4898 MATIC,Sell,Kraken
2021-04-21,2022-03-14,SOL,3297.6381,4161.06,7504.07,-3343.01,Sold 3297.6381 SOL,Sell,Coinbase
2021-05-20,2022-11-20,BTC,685.6968,22415.5,24454.92,-2039.42,Sold 685.6968 BTC,Sell,Coinbase
2022-08-08,2023-07-13,SOL,815.0542,18069.42,12783.86,5285.56,Sold 815.0542 SOL,Sell,Coinbase
2021-08-20,2023-04-06,ADA,2341.2537,34715.31,25018.12,9697.19,Sold 2341.2537 ADA,Sell,Crypto.com
2022-12-14,2023-02-05,LTC,3738.5997,22247.48,15163.83,7083.65,Sold 3738.5997 LTC,Sell,Gemini
2020-11-08,2022-09-04,BTC,2370.6073,31381.09,22326.8,9054.29,Sold 2370.6073 BTC,Sell,Binance
2024-08-11,2026-02-05,SOL,1050.3968,48527.32,48028.96,498.36,Sold 1050.3968 SOL,Sell,Binance
2022-06-22,2024-01-28,ETH,1451.0238,41770.06,40773.22,996.84,Sold 1451.0238 ETH,Sell,Kraken
2023-03-08,2024-11-15,MATIC,4751.0569,36180.18,29275.62,6904.56,Sold 4751.0569 MATIC,Sell,Crypto.com
2022-03-17,2022-11-26,ETH,3723.4771,14964.25,5727.64,9236.61,Sold 3723.4771 ETH,Sell,Coinbase
2023-02-03,2024-03-25,ADA,4.5199,21444.66,17207.56,4237.1,Sold 4.5199 ADA,Sell,Kraken
2023-12-19,2023-12-27,BTC,190.0845,40121.17,34058.33,6062.84,Sold 190.0845 BTC,Sell,Crypto.com
2023-03-26,2024-12-15,ADA,1578.4993,52232.38,43750.54,8481.84,Sold 1578.4993 ADA,Sell,MetaMask
2020-11-11,2021-05-20,MATIC,4444.7579,41140.03,37544.53,3595.5,Sold 4444.7579 MATIC,Sell,MetaMask
2020-11-13,2021-04-13,ADA,4325.7276,41719.85,41329.42,390.43,Sold 4325.7276 ADA,Sell,Binance
2024-10-06,2025-09-19,MATIC,3003.2711,9736.97,11475.69,-1738.72,Sold 3003.2711 MATIC,Sell,Crypto.com
2024-05-22,2024-06-07,SOL,4797.7125,8021.98,5585.94,2436.04,Sold 4797.7125 SOL,Sell,Kraken
2022-08-30,2023-12-27,MATIC,4368.245,29065.61,26838.12,2227.49,Sold 4368.245 MATIC,Sell,MetaMask
2022-03-05,2023-04-20,ADA,3871.3613,26936.85,22160.98,4775.87,Sold 3871.3613 ADA,Sell,Gemini
2024-06-29,2025-06-29,SOL,4492.2551,29555.6,31603.18,-2047.58,Sold 4492.2551 SOL,Sell,Coinbase
2020-01-17,2021-03-09,DOT,327.5556,3529.45,4108.49,-579.04,Sold 327.5556 DOT,Sell,Crypto.com
2023-08-25,2025-08-08,BTC,3989.8872,42055.76,47033.09,-4977.33,Sold 3989.8872 BTC,Sell,Binance
2023-11-15,2025-09-05,ADA,2811.1895,20337.25,12734.23,7603.02,Sold 2811.1895 ADA,Sell,Binance
2022-12-20,2023-05-30,SOL,1328.3062,30039.88,27037.51,3002.37,Sold 1328.3062 SOL,Sell,Binance
2021-11-29,2022-05-19,BTC,426.0977,1744.69,5741.63,-3996.94,Sold 426.0977 BTC,Sell,Kraken
2022-06-30,2023-01-14,ADA,2739.5339,43969.33,46436.14,-2466.81,Sold 2739.5339 ADA,Sell,Kraken
2020-12-20,2021-05-18,ETH,598.6551,47308.46,40775.44,6533.02,Sold 598.6551 ETH,Sell,Coinbase
2021-08-19,2021-10-18,SOL,814.8388,38283.97,39233.03,-949.06,Sold 814.8388 SOL,Sell,Crypto.com
2022-02-06,2023-07-14,BTC,1513.8883,16762.0,11997.81,4764.19,Sold 1513.8883 BTC,Sell,Binance
2023-12-26,2025-02-04,SOL,1587.9521,2276.42,1784.17,492.25,Sold 1587.9521 SOL,Sell,MetaMask
2021-04-17,2022-06-16,ADA,672.0679,40464.62,34224.39,6240.23,Sold 672.0679 ADA,Sell,Gemini
2021-06-13,2021-08-12,LTC,1700.5689,5983.22,878.48,5104.74,Sold 1700.5689 LTC,Sell,Binance
2021-02-01,2022-04-25,MATIC,1874.5432,34130.93,28587.9,5543.03,Sold 1874.5432 MATIC,Sell,Coinbase
2021-07-18,2023-02-03,ETH,4083.8818,4217.58,7363.2,-3145.62,Sold 4083.8818 ETH,Sell,Binance
2022-09-08,2024-08-10,MATIC,3322.5063,29139.46,23222.17,5917.29,Sold 3322.5063 MATIC,Sell,Gemini
2023-11-28,2024-05-28,ETH,4791.5089,10381.32,14589.31,-4207.99,Sold 4791.5089 ETH,Sell,Coinbase
2023-12-28,2025-06-04,ADA,2554.3466,4429.14,1805.39,2623.75,Sold 2554.3466 ADA,Sell,Kraken
2020-06-27,2022-02-02,DOT,2549.4102,43991.42,47486.42,-3495.0,Sold 2549.4102 DOT,Sell,Coinbase
2024-05-13,2025-09-25,BTC,4535.705,43411.34,47381.55,-3970.21,Sold 4535.705 BTC,Sell,Crypto.com
2023-05-19,2023-10-12,DOT,4430.5753,6265.78,6053.88,211.9,Sold 4430.5753 DOT,Sell,MetaMask
2021-11-12,2022-03-31,ETH,75.6365,9501.68,525.88,8975.8,Sold 75.6365 ETH,Sell,Coinbase
2020-07-10,2022-03-31,SOL,1023.2896,12010.58,13573.97,-1563.39,Sold 1023.2896 SOL,Sell,Kraken
2020-07-27,2021-12-11,BTC,1236.5352,47589.7,45257.07,2332.63,Sold 1236.5352 BTC,Sell,Binance
2022-04-03,2023-10-22,DOT,950.943,27317.7,24107.78,3209.92,Sold 950.943 DOT,Sell,Kraken
2022-09-24,2024-01-28,ADA,1274.3266,53409.27,46651.91,6757.36,Sold 1274.3266 ADA,Sell,MetaMask
2023-08-17,2024-01-09,MATIC,4382.7866,21287.39,24163.43,-2876.04,Sold 4382.7866 MATIC,Sell,Crypto.com
2024-08-13,2025-02-19,LTC,2894.9418,24432.62,20016.62,4416.0,Sold 2894.9418 LTC,Sell,MetaMask
2020-08-07,2022-06-11,SOL,3870.5606,9292.02,7459.72,1832.3,Sold 3870.5606 SOL,Sell,Crypto.com
2022-04-07,2022-05-16,ETH,3128.7801,35576.67,25717.43,9859.24,Sold 3128.7801 ETH,Sell,Coinbase
2020-02-09,2020-10-16,BTC,2627.1253,22978.22,17841.27,5136.95,Sold 2627.1253 BTC,Sell,Binance
2020-01-18,2020-08-23,SOL,3825.9508,34183.31,33879.43,303.88,Sold 3825.9508 SOL,Sell,Gemini
2020-04-21,2021-10-16,SOL,3731.3111,27459.03,22753.42,4705.61,Sold 3731.3111 SOL,Sell,Binance
2024-01-31,2024-07-31,ETH,3630.0912,26344.99,25543.68,801.31,Sold 3630.0912 ETH,Sell,Binance
2021-12-15,2022-08-02,SOL,4946.8537,16843.32,10000.32,6843.0,Sold 4946.8537 SOL,Sell,Kraken
2023-04-05,2024-07-25,MATIC,417.9404,25829.35,28003.77,-2174.42,Sold 417.9404 MATIC,Sell,Kraken
2023-03-30,2023-05-13,MATIC,4112.7629,39882.58,31076.33,8806.25,Sold 4112.7629 MATIC,Sell,Gemini
2024-03-21,2025-12-15,SOL,410.1957,23526.54,19406.05,4120.49,Sold 410.1957 SOL,Sell,Binance
2020-08-24,2020-09-03,SOL,2379.1087,49125.72,43140.08,5985.64,Sold 2379.1087 SOL,Sell,Binance
2021-01-21,2022-10-22,MATIC,4838.2768,38683.03,33559.47,5123.56,Sold 4838.2768 MATIC,Sell,Kraken
2023-01-23,2023-03-02,MATIC,1025.652,24226.9,26763.08,-2536.18,Sold 1025.652 MATIC,Sell,Crypto.com
2022-09-08,2023-02-28,MATIC,3120.1449,31245.58,23607.38,7638.2,Sold 3120.1449 MATIC,Sell,MetaMask
2021-06-06,2023-05-12,ADA,541.0684,-3764.51,307.48,-4071.99,Sold 541.0684 ADA,Sell,Crypto.com
2021-07-13,2022-03-15,SOL,967.7717,55984.6,49321.57,6663.03,Sold 967.7717 SOL,Sell,Kraken
2024-08-03,2026-07-09,ETH,3713.579,20714.54,17086.9,3627.64,Sold 3713.579 ETH,Sell,Kraken
2023-06-05,2024-02-03,ADA,3369.1951,12696.09,16424.48,-3728.39,Sold 3369.1951 ADA,Sell,MetaMask
2021-09-14,2022-07-13,BTC,4501.7647,28064.35,26293.08,1771.27,Sold 4501.7647 BTC,Sell,Crypto.com
2021-03-06,2023-01-11,ETH,3221.1453,6672.92,8792.74,-2119.82,Sold 3221.1453 ETH,Sell,Coinbase
2021-12-28,2022-04-17,ETH,2658.3417,30121.81,20515.11,9606.7,Sold 2658.3417 ETH,Sell,Kraken
2022-03-07,2023-01-08,ETH,878.8464,33000.09,25590.8,7409.29,Sold 878.8464 ETH,Sell,Coinbase
2023-06-17,2024-08-14,DOGE,1492.501,12380.72,11081.07,1299.65,Sold 1492.501 DOGE,Sell,Gemini
2020-07-18,2022-01-29,ETH,2027.7784,37478.86,38196.41,-717.55,Sold 2027.7784 ETH,Sell,Binance
2024-01-07,2024-11-12,MATIC,3055.8343,41920.94,39445.46,2475.48,Sold 3055.8343 MATIC,Sell,Gemini
2020-02-29,2021-07-05,DOGE,2662.1678,16487.28,17568.8,-1081.52,Sold 2662.1678 DOGE,Sell,Gemini
2021-06-13,2022-02-15,MATIC,2392.2952,47345.25,47333.67,11.58,Sold 2392.2952 MATIC,Sell,Gemini
2024-03-09,2024-07-23,ADA,316.5311,50267.65,40965.61,9302.04,Sold 316.5311 ADA,Sell,Coinbase
2023-07-10,2024-11-20,ETH,3856.5624,43872.9,42812.03,1060.87,Sold 3856.5624 ETH,Sell,Gemini
2023-04-20,2025-01-18,MATIC,3401.7638,48331.34,44710.28,3621.06,Sold 3401.7638 MATIC,Sell,Kraken
2022-08-15,2023-12-26,DOT,3484.6842,31610.62,27263.89,4346.73,Sold 3484.6842 DOT,Sell,Coinbase
2023-09-15,2024-11-30,DOT,496.5508,29389.98,30333.67,-943.69,Sold 496.5508 DOT,Sell,Binance
2023-09-05,2025-03-26,LTC,1259.459,32865.97,32992.62,-126.65,Sold 1259.459 LTC,Sell,Gemini
2020-02-10,2021-02-06,DOT,2935.9159,23095.91,20086.2,3009.71,Sold 2935.9159 DOT,Sell,MetaMask
2020-06-27,2021-09-18,SOL,1092.9464,38428.67,30699.0,7729.67,Sold 1092.9464 SOL,Sell,MetaMask
2021-09-08,2023-05-13,SOL,4762.0999,41704.21,39826.05,1878.16,Sold 4762.0999 SOL,Sell,Binance
2020-10-23,2021-02-18,BTC,2845.8756,54047.38,44621.78,9425.6,Sold 2845.8756 BTC,Sell,Gemini
2020-11-20,2022-08-07,DOGE,2241.6152,14743.31,9062.83,5680.48,Sold 2241.6152 DOGE,Sell,Kraken
2022-01-17,2023-01-08,BTC,4525.4555,29056.64,29183.39,-126.75,Sold 4525.4555 BTC,Sell,Kraken
2021-03-07,2022-04-09,ADA,4586.3883,36059.66,32382.56,3677.1,Sold 4586.3883 ADA,Sell,Binance
2024-04-13,2025-11-30,MATIC,110.9479,22026.49,17862.88,4163.61,Sold 110.9479 MATIC,Sell,Binance
2023-01-14,2024-04-04,DOGE,780.8252,13790.21,11371.91,2418.3,Sold 780.8252 DOGE,Sell,Coinbase
2023-03-07,2024-09-19,LTC,3621.3242,55715.16,46355.93,9359.23,Sold 3621.3242 LTC,Sell,Crypto.com
2021-05-09,2022-02-20,BTC,2087.2543,11368.21,13064.09,-1695.88,Sold 2087.2543 BTC,Sell,Gemini
2023-12-07,2023-12-21,SOL,2764.5098,12177.74,14203.96,-2026.22,Sold 2764.5098 SOL,Sell,Gemini
2024-11-09,2026-09-28,ADA,3159.3014,13545.09,8797.59,4747.5,Sold 3159.3014 ADA,Sell,Kraken
2020-12-07,2022-08-08,DOGE,2387.7644,11227.05,12437.58,-1210.53,Sold 2387.7644 DOGE,Sell,Coinbase
2021-02-25,2021-09-29,DOGE,2563.5815,34324.21,38308.45,-3984.24,Sold 2563.5815 DOGE,Sell,MetaMask
2024-02-29,2024-07-28,LTC,1545.8056,16452.94,21224.99,-4772.05,Sold 1545.8056 LTC,Sell,Binance
